"id" "log2FoldChange"
"425" "YOR032C" 0.0325911846189392
"426" "YOR091W" 1.42318520118218
"427" "YKR059W" 3.65459002457035
"428" "YBR205W" 0.0610091085866719
"429" "YLR316C" 0.204180765083925
"430" "YLR292C" 0.122598463699542
"431" "YLR216C" 2.00415933002062
"432" "YCR044C" -1.27248033880032
"433" "YDR046C" 1.7565009453527
"434" "YJL092W" -0.65300169007559
"435" "YML018C" 0.967233000219352
"436" "YDR096W" 0.0621992554964779
"437" "YOR369C" 2.12139747747809
"438" "YOR138C" -1.33811743658698
"439" "YGR246C" -2.27669712835177
"440" "YJR145C" 3.10760266770047
"441" "YJR138W" 0.51357818232553
"442" "YHR059W" -3.23937997968097
"443" "YLR138W" 1.28429138636767
"444" "YNL106C" -2.13485848692357
"445" "YNL156C" 1.09642011409041
"446" "YNL286W" -1.01358654025527
"447" "YNL093W" -1.17203337800436
"448" "YIL040W" -4.34419364177044
"449" "YKL104C" 0.831115624767621
"450" "YLR186W" 2.69346327636725
"451" "YGL134W" -1.28415441224835
"452" "YDR425W" -2.95936992605482
"453" "YJR094W-A" 3.4951166619687
"454" "YDR293C" 0.342708851144893
"455" "YNR015W" 1.05039197485956
"456" "YKL006W" 2.96843356370933
"457" "YLR456W" -2.20923648260482
"458" "YDR448W" -2.28398624413472
"459" "YIL166C" -1.30175422140054
"460" "YDR097C" 1.73129772440051
"461" "YJL047C-A" NA
"462" "YJL066C" -2.21339056961823
"463" "YLR368W" -1.98474261289249
"464" "YOR194C" -0.704851739951907
"465" "YKL095W" -1.09886193045197
"466" "YGR060W" 3.82048550395102
"467" "YHR041C" -1.90948565247661
"468" "YCR097W" 0.510869257795545
"469" "YBR115C" -0.841422988305976
"470" "YBR147W" -0.229402906468389
"471" "YHR086W" -1.95812650649001
"472" "YFL003C" 1.08181289618016
"473" "YOL120C" 4.02331441530037
"474" "YML079W" -0.107642159116206
"475" "YOR125C" -1.11979426307071
"476" "YLR065C" 0.124263834349673
"477" "YPL134C" -1.436659533304
"478" "YNL298W" 1.5179937651061
"479" "YER078C" -0.871232013973391
"480" "YNL122C" -3.10091259271857
"481" "YNL224C" -1.46664710462359
"482" "YLR129W" 1.49136757712826
"483" "YGL066W" 0.140195033536248
"484" "YNL217W" -1.00212828766268
"485" "YGL063W" -2.82777441553522
"486" "YML030W" 0.110711834466317
"487" "YAL039C" 0.0278758371654997
"488" "YOR261C" 0.246445993944306
"489" "YMR316W" 0.561600434176204
"490" "YLR191W" -0.733744081986273
"491" "YCR027C" -3.29908659515368
"492" "YDL046W" -4.29906400567773
"493" "YER125W" 2.80586184782193
"494" "YMR263W" 0.532111570448252
"495" "YOL113W" -0.157550098494461
"496" "YDR517W" -1.160065476475
"497" "YAL001C" -0.0925727156825659
"498" "YBR197C" -0.860803549131982
"499" "YDR192C" -3.38020484970051
"500" "YJR132W" 0.621666689510889
"501" "YER021W" 0.597942235515283
"502" "YGL034C" 0.219309114012678
"503" "YKL014C" -0.0142043759011367
"504" "YGR197C" -1.96321260325642
"505" "YDL106C" 0.502865538342063
"506" "YDR365C" 1.25551869029712
"507" "YNL280C" -0.0812718658257446
"508" "YCR030C" -0.665674504267661
"509" "YDR505C" -1.24221397202975
"510" "YDL154W" -3.04324652983425
"511" "YGL033W" 0.337365461478464
"512" "YGL202W" 0.240933228723479
"513" "YBR221W-A" NA
"514" "YPR178W" -0.761820995089069
"515" "YOL147C" -1.35824503492976
"516" "YFR007W" -1.64605848146248
"517" "YEL008W" -0.655793142604158
"518" "YGR072W" 0.36056267485819
"519" "YNL069C" 3.96927620233778
"520" "YER022W" -0.764264431303115
"521" "YIL118W" 0.0780812072178734
"522" "YJR008W" -2.62147882920509
"523" "YKL217W" -0.914260587915533
"524" "YPL036W" 2.44876257995831
"525" "YNL303W" 3.58083301491029
"526" "YCL010C" -0.399406283105541
"527" "YFR011C" 0.306014356783134
"528" "YBR042C" -2.05796551775808
"529" "YAL047C" -3.29652358458783
"530" "YER056C-A" 3.41467509217055
"531" "YNL287W" 0.559941395921245
"532" "YLR061W" 4.08881695477575
"533" "YOR281C" 1.25402416089819
"534" "YBR162C" -0.553350792211052
"535" "YJL078C" -2.53768219658838
"536" "YMR114C" -2.22624813668238
"537" "YGR251W" 0.0499259773585052
"538" "YBR094W" 0.386311623966637
"539" "YGR065C" -0.826527841753858
"540" "YGL251C" -1.09001975169738
"541" "YOR260W" 1.9736575042491
"542" "YKL021C" 1.04057004261546
"543" "YOR374W" -1.47406777281363
"544" "YHL026C" -0.122815865540089
"545" "YNR062C" 0.541552872335703
"546" "YHR014W" -1.15228604654416
"547" "YCR028C" -0.862149869046921
"548" "YDL015C" 0.538842278621015
"549" "YJL102W" -0.292358217903167
"550" "YCR016W" -1.62114427028399
"551" "YER058W" 2.32732935767511
"552" "YER149C" -0.915010224939465
"553" "YJL147C" -2.10392955301222
"554" "YGL222C" 1.76143937850486
"555" "YDR533C" -2.84884770468988
"556" "YDL035C" 0.887927882267946
"557" "YDL090C" -0.554480704956615
"558" "YBR177C" -1.89094473983041
"559" "YJL034W" 2.25357499631504
"560" "YNR059W" -1.01854621400047
"561" "YLR066W" -0.753177356429593
"562" "YGR156W" 1.31349114041288
"563" "YBR125C" 1.32314295003826
"564" "YOR376W" 0.278305869663078
"565" "YBR173C" 2.55434428626103
"566" "YHR057C" -3.8363822731634
"567" "YOR077W" -2.36532925790377
"568" "YAL051W" 0.206722945914211
"569" "YLR234W" 0.0664751316826357
"570" "YDR198C" -2.18639958400516
"571" "YJR124C" 0.555427569095494
"572" "YHR107C" 1.1416753365345
"573" "YER112W" 0.883145367843259
"574" "YLR174W" -1.4828261437532
"575" "YCL026C-A" 1.26230514264191
"576" "YGR108W" -1.76190268050361
"577" "YDR346C" 1.56037425254854
"578" "YDR091C" 1.74005025104068
"579" "YDL232W" NA
"580" "YLR269C" 1.25771286021953
"581" "YKR092C" -3.23162259135588
"582" "YLR385C" 0.396050227230043
"583" "YLR117C" -0.48723647413928
"584" "YBR250W" -1.75079111382563
"585" "YDR143C" 0.121683989381435
"586" "YGL007W" 4.0030927826002
"587" "YOL013C" -0.764812684332598
"588" "YAL031C" -1.61190873015327
"589" "YGR139W" -0.597814669110994
"590" "YLR089C" 0.98341263767533
"591" "YKL155C" 0.239084016100163
"592" "YKL222C" 0.988544719758593
"593" "YGR154C" -2.21660231348138
"594" "YNL277W" -0.98230232024044
"595" "YOL061W" 1.16817372846558
"596" "YFR013W" 0.208370356233848
"597" "YDL014W" 2.8583102665922
"598" "YCL064C" -3.152807332807
"599" "YDR493W" -2.74149423777975
"600" "YLR345W" -1.50879717566364
"601" "YGL022W" 1.5279628832394
"602" "YLR192C" -0.175728006254709
"603" "YOR265W" -2.74012003568473
"604" "YDR031W" 0.659462269305977
"605" "YDL190C" 0.185957845892418
"606" "YKR083C" -1.38966264088941
"607" "YBR141C" -0.303857299306911
"608" "YDR453C" -0.202484133087404
"609" "YAL008W" -3.69905333522726
"610" "YDR490C" -0.684367319259012
"611" "YDR191W" -0.278172581408692
"612" "YLR459W" 0.979174300642185
"613" "YNL193W" -1.62345207224446
"614" "YHR099W" 0.672191610831211
"615" "YLR360W" 0.127573651865023
"616" "YPR170W-B" -0.823779238813133
"617" "YKL070W" 1.63213148001307
"618" "YOR142W" -1.13166468315578
"619" "YLR430W" -0.0101323864366731
"620" "YDR304C" -0.380701633488114
"621" "YPL020C" 0.056844286287073
"622" "YHL023C" -0.505920827465118
"623" "YLR165C" -3.46961436443888
"624" "YOR283W" 1.13513478306814
"625" "YJR054W" 0.921795739377191
"626" "YHL005C" -0.696976916540128
"627" "YMR255W" 0.362160934634834
"628" "YDR029W" -0.599205303413248
"629" "YPL154C" -0.703374789020929
"630" "YDR033W" 1.07099977550726
"631" "YDR253C" -2.73088656381536
"632" "YNL014W" -2.5253743062475
"633" "YNL241C" -0.698717391668167
"634" "YAL032C" -1.02988296051188
"635" "YEL011W" -0.421740953582307
"636" "YNL291C" -0.103541016123005
"637" "YLR079W" -2.08497294825838
"638" "YOR348C" -0.138447024302805
"639" "YOR097C" -1.43898688050421
"640" "YHR103W" -1.12452418012855
"641" "YOL107W" -0.0267705102577212
"642" "YOL126C" -0.610890925753592
"643" "YHR026W" 2.82214073840444
"644" "YGR028W" -1.06916870234814
"645" "YGL061C" 0.00299861716622836
"646" "YJL089W" -0.0141065655734262
"647" "YKL116C" 0.28487531908043
"648" "YHR134W" -4.22816527822444
"649" "YOR022C" -1.5699535023834
"650" "YBR228W" -1.38082692077777
"651" "YNL320W" 1.68067515368467
"652" "YGR123C" 0.918614023125166
"653" "YBR269C" -2.33304014163227
"654" "YMR188C" -2.23436236021276
"655" "YLR290C" -1.0169623515753
"656" "YNL075W" 2.00895875858815
"657" "YNL258C" -0.971547579289458
"658" "YPR159W" -0.116907308227294
"659" "YMR198W" -1.56897529477218
"660" "YHR089C" 1.71525754188638
"661" "YBR194W" -1.6153802698294
"662" "YNR018W" -1.16114855086629
"663" "YAL044C" -2.65193740797085
"664" "YKL139W" -0.466659873909598
"665" "YKL197C" -3.2122526219762
"666" "YHR129C" -0.599676207017977
"667" "YGR138C" 0.109699358544651
"668" "YLR436C" -1.70968378514013
"669" "YOR253W" 0.391524447749736
"670" "YIL105C" 0.570483534533467
"671" "YDR403W" 0.648490779432512
"672" "YDL029W" 0.560220899313346
"673" "YOR132W" -1.49682148899672
"674" "YCL026C-B" 1.5927621666277
"675" "YDR525W-A" -0.311059782766216
"676" "YPL255W" 0.940672474533219
"677" "YEL012W" 1.09362356961723
"678" "YGL229C" -1.66341687061986
"679" "YOR192C" 1.51773477790272
"680" "YER065C" -0.289590522824235
"681" "YML052W" 0.889906335577501
"682" "YOL005C" 1.70834069588552
"683" "YML064C" -2.29968317587264
"684" "YHL019C" -0.686325050665053
"685" "YBR167C" -3.23653550456176
"686" "YHL046C" -0.383918830937306
"687" "YPR176C" -0.706069716183493
"688" "YFL016C" 0.351257576083434
"689" "YLR383W" 0.737713890633053
"690" "YDR140W" -1.47084030381498
"691" "YJL062W" -0.363583261236136
"692" "YNL252C" 0.17501738781047
"693" "YLR048W" 4.04023854817987
"694" "YGR282C" 1.83485195543846
"695" "YEL033W" 4.69458222454035
"696" "YMR196W" -0.228785807041483
"697" "YOR205C" -4.16572104921167
"698" "YLR299W" -1.96169420048589
"699" "YBR188C" -2.78616175546605
"700" "YOR195W" 0.975701269162402
"701" "YER114C" -0.729832502093437
"702" "YJL191W" 2.71317473728577
"703" "YIL002C" -0.129304682548851
"704" "YDR518W" 0.319892281014364
"705" "YKR021W" 0.309321290903393
"706" "YLR328W" 0.135470235135012
"707" "YKL173W" -1.65306456878197
"708" "YBL003C" 0.898570690428809
"709" "YNR013C" -0.482506993309388
"710" "YJR077C" 2.29737542307437
"711" "YDR376W" -0.422256027244428
"712" "YPR078C" -1.88423081268243
"713" "YGL058W" 1.58957487849651
"714" "YFL005W" 1.42601218433497
"715" "YMR284W" -0.251294697058842
"716" "YML061C" 0.465021680930327
"717" "YJL139C" 0.510355891002555
"718" "YDL129W" 0.422483381828675
"719" "YLR449W" 2.51433752141742
"720" "YLR021W" 0.0788056026430896
